example_id,task_type,answer_type,prompt,prompt_chars,prompt_words,question_start,num_numbers,has_math_symbols,has_code_like_text,question_mark_count,capitalized_word_count,contains_parenthesis,contains_quote,has_comparison_word,has_negation_word,has_quantity_word,cheap_answer_chars,cheap_answer_words,cheap_parsed_answer,cheap_contains_uncertainty,cheap_self_confidence,cheap_sample_agreement,mistral_nemo_correct,mistral_nemo_cost,qwen_235b_correct,qwen_235b_cost,gemini_flash_correct,gemini_flash_cost,llama_70b_correct,llama_70b_cost,deepseek_v3_correct,deepseek_v3_cost
mmlu_humanities_00058_philosophy,humanities,choice,"Augustine claims that Academic skepticism:
A. is true, and can be proven.
B. is true, but cannot be proven
C. is false but cannot be refuted.
D. is false and can be refuted.",173,33,augustine,0,0,0,0,2,0,0,0,0,0,491,77,other,0,0.95,1.0,0,2.336e-05,1,9.25e-05,1,0.0002596,1,2.754e-05,1,0.0001014
mmlu_humanities_00121_philosophy,humanities,choice,"Craig argues that the series of events in time cannot be actually infinite, so we know that _____.
A. the universe is finite in the past and began to exist
B. the universe is infinite in the past
C. the universe never is uncaused
D. the universe exists only in the mind",269,52,craig,0,0,0,0,1,0,0,0,1,1,400,70,other,0,0.95,1.0,1,6.48e-06,1,1.3004e-05,1,0.0001466,1,4.083e-05,1,7.327e-05
gsm8k_00121,math,number,Tim sleeps 6 hours per day for 5 days a week and 10 hours a day for the other 2.  How much total sleep does he get?,115,27,tim,4,0,0,1,2,0,0,0,0,0,230,47,other,0,1.0,1.0,1,5.9e-06,1,4.718e-05,1,0.0001405,1,3.908e-05,1,6.92e-05
sciq_00033,science,choice,"The spinal cord develops, cells making up the wall of the neural tube proliferate and differentiate into what?
A. muscles and glia
B. membrane and glia
C. jelly and glia
D. neurons and glia",189,34,the,0,0,0,1,1,0,0,0,0,0,585,89,other,0,1.0,1.0,1,6.1e-06,1,1.1739e-05,1,0.0002621,1,5.376e-05,1,7.006e-05
mmlu_humanities_00066_world_religions,humanities,choice," According to the Korean foundation myth, who transformed into a human in order to father Dangun?
A. Hwanin
B. Hwanung
C. Joseon
D. Yi",134,24,according,0,0,0,1,7,0,0,0,0,0,433,73,other,0,1.0,1.0,1,5.76e-06,1,0.0001618,1,0.0001397,1,4.462e-05,1,6.997e-05
sciq_00058,science,choice,"Functional groups are groups of atoms that occur within molecules and confer specific chemical properties to those molecules. they are found along the “carbon backbone” of what?
A. inorganic molecules
B. functional molecules
C. micromolecules
D. macromolecules",260,37,functional,0,0,0,1,1,0,0,0,0,0,524,71,other,0,1.0,1.0,1,5.56e-06,1,6.892e-05,1,0.0002802,1,3.336e-05,1,8.75e-05
strategyqa_11cc9b01c009823d5f82,commonsense,yesno,Has Cesar Millan ever tamed a short-eared dog? Answer yes or no.,64,13,has,0,1,0,1,4,0,0,0,1,0,339,59,yes,0,0.95,1.0,0,5.44e-06,1,1.0612e-05,0,0.000151,0,3.3325e-05,1,6.275e-05
mmlu_humanities_00111_high_school_world_history,humanities,choice,"This question refers to the following information.
Gunpowder Weaponry: Europe vs. China
In Western Europe during the 1200s through the 1400s, early cannons, as heavy and as slow to fire as they were, proved useful enough in the protracted sieges that dominated warfare during this period that governments found it sufficiently worthwhile to pay for them and for the experimentation that eventually produced gunpowder weapons that were both more powerful and easier to move. By contrast, China, especially after the mid-1300s, was threatened mainly by highly mobile steppe nomads, against whom early gunpowder weapons, with their unwieldiness, proved of little utility. It therefore devoted its efforts to the improvement of horse archer units who could effectively combat the country's deadliest foe.
The argument in this passage most closely relates to which of the following large-scale questions about global history?
A. How societies shared strategically important technologies with each other
B. Why European states went on to attain military superiority over non-Western powers in the modern era
C. Why Silk Road commerce dwindled across the breadth of Eurasia after 1500 C.E.
D. How the medieval climatic optimum affected the process of cultural diffusion",1262,197,this,4,1,0,1,21,0,1,1,0,1,894,139,other,0,0.0,1.0,0,1.466e-05,1,3.0949e-05,1,0.0001942,1,5.498e-05,1,0.00017339
gsm8k_00007,math,number,"Aaron pays his actuary membership fees each year. The membership fee increases yearly by $10. If he pays $80 in the first year, how much does his membership cost, in dollars, in the sixth year?",193,35,aaron,2,0,0,1,3,0,0,0,0,1,290,53,other,0,1.0,1.0,1,6.78e-06,1,4.353e-05,1,0.0001738,1,3.53e-05,1,7.582e-05
sciq_00061,science,choice,"In moss, what becomes elongated to elevate the capsule to enhance spore dispersal?
A. sera
B. seta
C. risa
D. porta",115,21,in,0,0,0,1,1,0,0,0,0,0,257,40,other,0,1.0,1.0,1,4.92e-06,1,1.1016e-05,1,0.0001598,1,3.444e-05,1,5.725e-05
strategyqa_fab08cce89ad00ba8339,commonsense,yesno,Are multiple Christmas Carol's named after Saints? Answer yes or no.,68,12,are,0,0,0,1,5,0,1,1,1,0,326,52,yes,0,1.0,1.0,1,4.96e-06,0,1.0957e-05,1,0.0001276,1,2.686e-05,1,5.95e-05
strategyqa_59acb3e278f8a75eac86,commonsense,yesno,Are Chipotle Cinnamon Pork Chops appropriate for a Seder? Answer yes or no.,75,13,are,0,0,0,1,7,0,0,0,1,0,283,48,no,0,1.0,1.0,1,1.694e-05,1,5.368e-05,1,8.82e-05,1,3.354e-05,1,4.575e-05
strategyqa_ee95615e3dafa5e19020,commonsense,yesno,Is watching  Star Wars necessary to know who Darth Vader is? Answer yes or no.,78,15,is,0,0,0,1,6,0,0,0,1,0,398,65,yes,0,1.0,1.0,0,4.57e-06,1,9.041e-06,1,0.000111,1,3.258e-05,1,4.7e-05
mmlu_humanities_00075_philosophy,humanities,choice,"Aquinas claims that the ultimate perfection of operation is:
A. delight.
B. peace.
C. pleasure.
D. Godliness.",109,17,aquinas,0,0,0,0,2,0,0,0,0,0,721,119,other,0,0.95,1.0,1,7.41e-06,0,1.4048e-05,1,0.0002623,1,8.9085e-05,0,7.281e-05
gsm8k_00001,math,number,"Uncle Ben has 440 chickens on his farm. 39 are roosters and the rest are hens. 15 of his hens do not lay eggs, and the rest do. If each egg-laying hen lays 3 eggs, how many eggs will Uncle Ben have?",198,43,uncle,4,1,0,1,5,0,0,0,1,1,648,118,other,0,-1.0,1.0,0,1.042e-05,1,6.826e-05,0,0.0001952,1,5.349e-05,1,7.8568e-05
mmlu_humanities_00102_philosophy,humanities,choice,"In Hobbes’s view, a law of nature is:
A. a command of God.
B. a principle of duty, known by intuition.
C. a principle, known by reason, which forbids one from doing something destructive of one’s life.
D. None of the above.",223,44,in,0,0,0,0,4,0,0,0,0,0,461,76,other,0,0.95,1.0,1,6.14e-06,1,5.247e-05,1,0.0002216,1,4.207e-05,1,7.575e-05
gsm8k_00125,math,number,"A certain kind of wild mushroom has either spots or gills, but never both. Gilled mushrooms are rare, with only one growing for every nine spotted mushrooms that grow. A fallen log had 30 mushrooms growing on its side. How many gilled mushrooms were on the fallen log’s side?",275,50,a,1,0,0,1,2,0,0,0,1,1,416,85,other,0,1.0,1.0,1,7e-06,1,5.3e-05,1,0.0002658,1,3.722e-05,1,9.385e-05
strategyqa_20abc7ba538a2fd1dd76,commonsense,yesno,Will the small intenstine break down a cotton ball? Answer yes or no.,69,13,will,0,0,0,1,2,0,0,0,1,0,293,51,no,0,1.0,1.0,1,4.52e-06,1,4.94e-05,1,0.0001032,1,2.522e-05,1,4.443e-05
strategyqa_378926a5a2874aa941a9,commonsense,yesno,Would J.K Rowling's top sellers be on a fantasy shelf? Answer yes or no.,72,16,would,0,0,0,1,3,0,1,0,1,0,377,64,yes,0,1.0,1.0,1,5.14e-06,1,7.15e-05,1,0.0001166,1,3.034e-05,1,3.7352e-05
sciq_00074,science,choice,"What is the chemical name of table sugar?
A. codeine
B. cellulose
C. sucrose
D. potassium",89,16,what,0,0,0,1,1,0,0,0,0,0,376,64,other,0,1.0,1.0,1,5.44e-06,1,6.468e-05,1,9.05e-05,1,3.023e-05,1,4.525e-05
strategyqa_6296b8c3a16680a826eb,commonsense,yesno,Does a Generation Y member satisfy NYPD police officer age requirement? Answer yes or no.,89,15,does,0,0,0,1,3,0,0,0,1,0,309,53,yes,0,1.0,1.0,1,4.64e-06,1,8.42e-05,1,0.0001557,1,4.656e-05,1,4.585e-05
gsm8k_00119,math,number,"Mitzi brought $75 to the amusement park. She spent $30 on a ticket, $13 on food, and $23 on a T-shirt. How much money does she have left?",137,29,mitzi,4,1,0,1,3,0,0,0,0,0,326,61,other,0,1.0,1.0,1,5.86e-06,1,1.2574e-05,1,0.0001332,1,4.2555e-05,1,3.977e-05
mmlu_humanities_00026_philosophy,humanities,choice,"The morality that Gauthier describes as facing a foundational crisis essentially involves:
A. enlightened egoism.
B. pure altruism.
C. justified constraint.
D. prima facie duties.",179,25,the,0,0,0,0,2,0,0,0,0,0,805,133,other,0,0.95,1.0,0,9.68e-06,0,1.5429e-05,1,0.0003025,0,3.64e-05,0,5.924e-05
mmlu_humanities_00010_philosophy,humanities,choice,"One example of bad constitutive moral luck would be:
A. a person who is by nature envious and ungenerous.
B. a person who lived in Nazi Germany in 1940.
C. a person who drives drunk and hits a child.
D. all of the above.",220,44,one,1,0,0,0,3,0,0,0,0,1,813,134,other,0,0.95,1.0,0,3.37e-05,1,6.947e-05,1,0.0002516,0,6.768e-05,1,7.804e-05
gsm8k_00062,math,number,"Sylvia had one-fifth of incorrect answers in the exam, while Sergio got 4 mistakes. If there were 50 questions, how many more correct answers does Sergio have than Sylvia?",171,30,sylvia,2,1,0,1,5,0,0,1,0,1,379,69,other,0,1.0,1.0,1,5.95e-06,1,1.4961e-05,1,0.0001317,1,3.576e-05,1,8.136e-05
strategyqa_c7b343171ca9bce49241,commonsense,yesno,Could Sainsbury's buy Tesco? Answer yes or no.,46,9,could,0,0,0,1,4,0,1,0,1,0,333,56,no,0,0.95,1.0,1,4.11e-06,1,1.0657e-05,1,0.0001342,0,3.35e-05,1,5.65e-05
sciq_00116,science,choice,"What does water vapor in the atmosphere cool and condense into?
A. rain
B. oceans
C. puddles
D. clouds",102,19,what,0,0,0,1,1,0,0,0,0,0,343,55,other,0,1.0,1.0,1,4.42e-06,1,6.204e-05,1,0.0001739,1,3.841e-05,1,3.85e-05
gsm8k_00069,math,number,"The number of trees is three times more than the number of stones in the courtyard. There are also twice as many birds in the trees as the combined number of trees and stones in the yard. If the number of stones is 40, how many birds are in the trees?",251,51,the,1,0,0,1,3,0,0,1,0,1,518,100,other,0,1.0,1.0,1,7.22e-06,0,1.7268e-05,0,0.0001146,0,4.762e-05,0,7.15e-05
mmlu_humanities_00144_high_school_world_history,humanities,choice,"This question refers to the following information.
""And then Shapur, King of Kings, passed away. Then his son Hormizd, King of Kings, rose over the empire. And Hormizd, King of Kings, conferred on me cap and belt and created for me a higher rank and dignity, and at court and in kingdom after kingdom, place after place, throughout the whole empire he gave me more authority and power in matters of the divine services, and created for me the title ""Kerdir, Ahura Mazda's [Chief Priest]"" after the name of Ahura Mazda, the Deity. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence, and many Warham fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installed…
And then Hormizd, King of Kings, passed away. Then Bahram, King of Kings, son of Shapur, King of Kings, and brother of Hormizd, King of Kings, rose over the empire. And Bahram, King of Kings, also held me in high honor and dignity and at court and in kingdom after kingdom, place after place, gave me authority and power for divine services of every sort. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence and many Warharan fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installed…
And in kingdom after kingdom and place after place throughout the whole empire the services of Ahura Mazda and the gods became preeminent, and great dignity came to the Mazdayanian religion and the magi in the empire, and the gods and water and fire and small cattle in the empire attained great satisfaction, while Ahriman [the evil counterpart to Ahura Mazda] and the demons were punished and rebuked, and the teachings of Ahriman and the demons departed from the empire and were abandoned. And Jews, Buddhists, Hindus, Nasoreans [Orthodox Christians], Christians, Maktak [Baptists], and Manichaeans in the empire were smitten, and destruction of idols and scattering of the stores of the demons and god-seats and nests was abandoned.""
Excerpt from the inscription of Kerdir at Naqsh-e-Rustam, Persia, late third century C.E.
The source best supports which of the following inferences about sources of political authority in the period circa 600 B.C.E.–600 C.E.?
A. Rulers derived legitimacy for their rule by their sponsorship of religion and chief priests.
B. Rulers were limited in their political authority by powerful religious figures.
C. Rulers derived legitimacy for their rule through victories over foreign peoples.
D. Rulers derived legitimacy for their rule through the consent of those they governed.",2694,446,this,2,1,0,1,72,0,1,1,0,1,596,102,other,0,0.95,1.0,1,1.946e-05,1,0.0001826,1,0.0003543,1,0.0006192,1,0.00019777
mmlu_humanities_00139_philosophy,humanities,choice,"Augustine holds that we can never err:
A. in any circumstances whatsoever.
B. except through ignorance.
C. except through wickedness.
D. except through temptation.",163,24,augustine,0,0,0,0,1,0,0,0,1,0,487,84,other,0,0.95,1.0,1,5.66e-06,1,1.3745e-05,1,0.0002791,1,3.803e-05,0,4.848e-05
mmlu_humanities_00143_world_religions,humanities,choice," Which of the following shuns politics?
A. The sages of the Zhuangzi
B. The Songs of the South
C. The Duke of Zhou
D. The Confucian ""sage kings""",144,28,which,0,0,0,1,11,0,1,0,0,0,587,93,other,0,0.95,1.0,1,6.77e-06,1,6.96e-05,1,0.000135,1,5.271e-05,1,8.183e-05
sciq_00143,science,choice,"With the exception of water, what accounts for more mass than any other component of living organisms?
A. fats
B. proteins
C. hormones
D. nervous tissue",152,26,with,0,0,0,1,1,0,0,1,0,0,884,139,other,0,0.95,1.0,0,8.03e-06,1,5.12e-05,1,0.000116,1,4.3365e-05,1,7.833e-05
gsm8k_00072,math,number,"Christine and Rachel went strawberry picking.  They want to make pies and need 3 pounds of strawberries per pie.  Christine picked 10 pounds of strawberries and Rachel picked twice as much as Rachel.  Together, how many pies can they make?",239,40,christine,2,0,0,1,7,0,0,0,0,1,299,51,other,0,1.0,1.0,1,6.6e-06,1,1.4613e-05,1,0.0001903,1,4.436e-05,1,7.5512e-05
gsm8k_00035,math,number,"Barry wants to make a huge salad using only cucumbers and tomatoes. He will use a total of 280 pieces of vegetables. If there are thrice as many tomatoes as cucumbers, how many cucumbers will be used in the salad?",213,40,barry,1,0,0,1,3,0,0,0,0,1,391,74,other,0,1.0,1.0,1,7.66e-06,1,8.175e-05,1,0.0002316,1,5.144e-05,1,8.6968e-05
sciq_00059,science,choice,"What ensures that seeds germinate only when conditions for seedling survival are optimal?
A. germination dormancy
B. seed forcing
C. survival dormancy
D. seed dormancy",167,25,what,0,0,0,1,1,0,0,0,0,1,938,154,other,0,-1.0,1.0,0,1.014e-05,1,1.24e-05,1,0.0003354,1,3.842e-05,1,4.393e-05
sciq_00071,science,choice,"A magnet can exert force on objects without touching them, as long as they are within what?
A. molecular field
B. audio field
C. magnetic field
D. gravitational field",166,29,a,0,0,0,1,0,0,0,0,1,0,405,67,other,0,1.0,1.0,1,6.06e-06,1,1.0629e-05,1,0.0001119,1,3.282e-05,1,5.05e-05
strategyqa_d949f30354c842f5562a,commonsense,yesno,Could a monarch butterfly rule a kingdom? Answer yes or no.,59,11,could,0,0,0,1,2,0,0,0,1,0,368,58,no,0,1.0,1.0,1,4.03e-06,1,9.7e-06,1,0.000117,1,0.000130887,1,3.634e-05
mmlu_humanities_00099_high_school_world_history,humanities,choice,"This question refers to the following information.
""When the Portuguese go from Macao in China to Japan, they carry much white silk, gold, musk, and porcelain: and they bring from Japan nothing but silver. They have a great carrack which goes there every year and she brings from there every year about six hundred coins: and all this silver of Japan, and two hundred thousand coins more in silver which they bring yearly out of India, they employ to their great advantage in China: and they bring from there gold, musk, silk, copper, porcelains, and many other things very costly and gilded.
When the Portuguese come to Canton in China to traffic, they must remain there but certain days: and when they come in at the gate of the city, they must enter their names in a book, and when they go out at night they must put out their names. They may not lie in the town all night, but must lie in their boats outside of the town. And, their time expired, if any man remains there, he is imprisoned.""
Ralph Fitch, an account of his travels to the Far East, 1599 C.E.
The description in the second paragraph of the procedures that Portuguese and other foreigners followed when trading in China supports which of the following inferences about trade policy in the later Ming Dynasty?
A. The Ming Dynasty was very supportive of and welcoming to all commercial enterprise.
B. The Ming Dynasty sought to regulate trade strictly to limit contact with foreigners and ease collection of taxes.
C. The Ming Dynasty was too busy battling pirates along its coast to pay any attention to regular merchant activity.
D. The Ming Dynasty only allowed Portugal to trade with China through Canton, permitting only one boat a year.",1708,301,this,1,0,0,1,41,0,1,1,1,1,973,159,other,0,-1.0,1.0,1,1.458e-05,1,7.862e-05,1,0.0003029,1,8.6695e-05,1,0.00020552
mmlu_humanities_00128_high_school_world_history,humanities,choice,"This question refers to the following information.
""The greatest contribution that Africa can make to the peace of the world is to avoid all the dangers inherent in disunity, by creating a political union which will also by its success, stand as an example to a divided world. A Union of African states will project more effectively the African personality. It will command respect from a world that has regard only for size and influence. The scant attention paid to African opposition to the French atomic tests in the Sahara, and the ignominious spectacle of the U.N. in the Congo quibbling about constitutional niceties while the Republic was tottering into anarchy, are evidence of the callous disregard of African Independence by the Great Powers.""
Kwame Nkrumah, Ghanian leader, 1961
The passage is most clearly an example of which of the following?
A. Responses to failed unification attempts in Africa
B. A plea for the United Nations to intervene in Africa
C. A proposal to increase the standing of Africa in the modern world
D. Ardent opposition to the influence of capitalism in Africa",1097,184,this,1,0,0,1,29,0,1,1,0,1,814,146,other,0,0.95,1.0,1,1.203e-05,1,2.6748e-05,1,0.0002277,1,5.884e-05,1,0.00010805
mmlu_humanities_00046_high_school_world_history,humanities,choice,"This question refers to the following information.
""The greatest contribution that Africa can make to the peace of the world is to avoid all the dangers inherent in disunity, by creating a political union which will also by its success, stand as an example to a divided world. A Union of African states will project more effectively the African personality. It will command respect from a world that has regard only for size and influence. The scant attention paid to African opposition to the French atomic tests in the Sahara, and the ignominious spectacle of the U.N. in the Congo quibbling about constitutional niceties while the Republic was tottering into anarchy, are evidence of the callous disregard of African Independence by the Great Powers.""
Kwame Nkrumah, Ghanian leader, 1961
Nkrumah's argument in the passage most clearly supports which of the following ideologies?
A. Pan-Africanism
B. Communism
C. African socialism
D. Neocolonialism",951,154,this,1,1,0,1,26,0,1,1,0,1,805,127,other,0,0.95,1.0,1,1.294e-05,1,6.222e-05,1,0.0002505,1,7.023e-05,1,0.000116
strategyqa_6571aafb3bae1b2e75e9,commonsense,yesno,Did Johann Sebastian Bach ever win a Grammy Award? Answer yes or no.,68,13,did,0,0,0,1,7,0,0,0,1,0,304,51,no,0,1.0,1.0,1,4.13e-06,1,9.128e-06,1,0.0001251,1,3.804e-05,1,5.285e-05
gsm8k_00037,math,number,"A hay farmer harvested 560 bales of hay from 5 acres of grass per month last year. This year, he planted an additional 7 acres of grass. If the farmer also owns 9 horses and each horse consumes 3 bales of hay a day, how many bales of hay would the farmer have left by the end of December if he starts feeding them this year's hay beginning the first day of September?",367,74,a,5,0,0,1,4,0,1,0,0,1,649,125,other,0,-1.0,1.0,0,1.096e-05,0,0.0001732,0,0.0001711,0,6.54e-05,1,0.00022525
gsm8k_00012,math,number,"Andrew installed hardwood flooring in his house. His bedroom took eight wooden planks, his living room took twenty planks, and his kitchen took eleven planks. The guest bedroom took two fewer planks than Andrew’s bedroom, and each of his two hallways took four planks. He accidentally ruined three planks in each bedroom by dragging furniture over them and had to replace them. He ended up with six leftover planks at the end. How many wooden planks did Andrew buy to start with?",479,83,andrew,0,0,0,1,8,0,0,1,0,1,555,88,other,0,-1.0,1.0,0,1.128e-05,0,0.00013184,0,0.0001104,1,0.00019567,0,0.000255
strategyqa_069c88860654c9c5df0b,commonsense,yesno,Can a sea turtle play tennis using a tennis racket? Answer yes or no.,69,14,can,0,0,0,1,2,0,0,0,1,0,281,46,no,0,1.0,1.0,1,3.69e-06,1,8.799e-06,1,9.54e-05,1,2.31e-05,1,4.443e-05
mmlu_humanities_00030_world_religions,humanities,choice," Which Egyptian gods did Akhenaten make a determined effort to eliminate?
A. Shu and Set
B. Horus and Isis
C. Amun and Mut
D. Khonsu and Nekhbet",144,27,which,0,0,0,1,11,0,0,0,0,0,868,146,other,0,-1.0,1.0,0,1.028e-05,1,1.6326e-05,1,0.0001656,1,5.9515e-05,1,6.4936e-05
strategyqa_f79592a376f1793f29cb,commonsense,yesno,Did Cleopatra have ethnicity closer to Egyptians than Greeks? Answer yes or no.,79,13,did,0,0,0,1,5,0,0,1,1,0,648,110,yes,0,0.95,1.0,0,8.08e-06,1,1.057e-05,1,0.0001176,0,3.596e-05,1,3.3184e-05
mmlu_humanities_00125_world_religions,humanities,choice,"Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?
A. Pure Land
B. Tendai
C. Shingon
D. Soto Zen",137,27,which,0,0,0,1,9,0,0,0,0,1,704,124,other,0,1.0,1.0,1,7.2e-06,1,4.572e-05,1,0.0001797,1,0.00013896,1,7.157e-05
gsm8k_00095,math,number,"Team Soccer Stars plays in a soccer league. They played a total of 20 games, and won 14 games, lost 2, and drew the rest of the matches. They earn 3 points for a win, 1 point for a draw, and nothing for a loss. How many points did they have at the end of the season?",266,57,team,5,0,0,1,6,0,0,0,0,1,535,107,other,0,1.0,1.0,1,3.756e-05,1,6.858e-05,1,0.0001169,1,6.6e-05,1,0.00012171
sciq_00085,science,choice,"What types of flat maps show users changes in land elevation?
A. topographic maps
B. elliptical maps
C. atlases
D. surveyor maps",128,22,what,0,0,0,1,1,0,0,0,0,0,398,64,other,0,1.0,1.0,1,4.95e-06,1,1.28e-05,1,0.0002123,1,3.914e-05,1,5.887e-05
strategyqa_c2c6e32ccdd81e5df7f6,commonsense,yesno,Would Jimmy Vee be eligible to compete in the Paralympic Games? Answer yes or no.,81,15,would,0,0,0,1,6,0,0,0,1,0,404,67,no,0,0.95,1.0,0,4.68e-06,0,1.3554e-05,0,0.0001332,1,3.041e-05,0,4.8e-05
gsm8k_00102,math,number,Raine's house is just a walking distance from her school. It takes her 150 steps to walk to the school. How many steps does she take walking to and from school in five days?,173,35,raine,1,0,0,1,3,0,1,0,0,1,401,74,other,0,1.0,1.0,1,7.34e-06,1,7.06e-05,0,0.0001204,1,4.228e-05,1,7.15e-05
strategyqa_cd1a9cb828c1cbc7b2d1,commonsense,yesno,Does open heart surgery finish before entirety of American Ballet Theatre's Swan Lake? Answer yes or no.,104,18,does,0,0,0,1,7,0,1,1,1,0,316,51,yes,0,1.0,1.0,0,4.02e-06,1,1.1583e-05,1,0.0001519,0,3.86e-05,1,6.646e-05
sciq_00054,science,choice,"Nonmetal structures contain what type of bonds?
A. polymeric
B. prevalent
C. gravitational
D. covalent",102,15,nonmetal,0,0,0,1,1,0,0,0,0,0,325,53,other,0,1.0,1.0,0,4.32e-06,1,1.1048e-05,1,0.0001827,1,0.00011304,1,4.942e-05
gsm8k_00117,math,number,"Anna is making gingerbread cookies. She gives 6 of them red hats, 9 of them blue boots, and 3 of them both red hats and blue boots. What percentage of the gingerbread men have red hats?",185,36,anna,3,0,0,1,3,0,0,0,0,0,564,104,other,0,1.0,1.0,1,8.74e-06,1,1.8487e-05,0,0.0005082,1,7.05e-05,1,8.98e-05
gsm8k_00057,math,number,"Leah bought 3 boxes of birdseed. When she went to put them away, she discovered that she already had 5 boxes in the pantry. Her parrot eats 100 grams of seeds each week and her cockatiel eats 50 grams of seeds in a week. If each box of birdseed contains 225 grams, for how many weeks can she feed her birds without going back to the store?",339,67,leah,5,0,0,1,4,0,0,0,1,1,524,101,other,0,1.0,1.0,1,1.058e-05,1,7.872e-05,1,0.0001314,1,5.402e-05,1,0.000109704
mmlu_humanities_00130_philosophy,humanities,choice,"According to Hume, morality is ultimately based on:
A. reason.
B. God’s commands.
C. social agreements.
D. sympathy.",116,19,according,0,0,0,0,3,0,0,0,0,0,722,122,other,0,0.95,1.0,1,7.16e-06,1,8.404e-05,1,0.0001829,1,3.48e-05,1,5.125e-05
sciq_00114,science,choice,"The decay rate is measured in a unit called the what?
A. half-life
B. radioactive decay
C. decay rate
D. exponential decay",122,23,the,0,1,0,1,1,0,0,0,0,0,388,71,other,0,1.0,1.0,1,5.72e-06,1,1.1932e-05,0,0.0003001,1,3.387e-05,1,4.9592e-05
mmlu_humanities_00100_philosophy,humanities,choice,"Gauthier claims that there is nothing for practical rationality to be besides:
A. moral justification.
B. deliberative justification.
C. epistemic justification.
D. an illusion.",177,24,gauthier,0,0,0,0,1,0,0,0,0,0,426,60,other,0,0.95,1.0,0,5.84e-06,1,1.4729e-05,0,0.0002472,1,2.962e-05,1,8.075e-05
mmlu_humanities_00112_philosophy,humanities,choice,"In Aristotle’s terminology, incontinence is when:
A. one does not know that one’s actions are wrong.
B. one knows that one’s actions are wrong, but does them anyway.
C. one knows that one’s feelings are inappropriate, and does not act on them.
D. one does the right action, but for the wrong reason.",299,57,in,0,0,0,0,2,0,0,0,1,0,619,108,other,0,0.95,1.0,1,8.66e-06,1,7.48e-05,1,0.0001886,1,4.644e-05,1,9.897e-05
gsm8k_00071,math,number,"Jack is making barbecue sauce. He uses 3 cups of ketchup, 1 cup of vinegar and 1 cup of honey. If each burger takes 1/4 cup of sauce and each pulled pork sandwich takes 1/6 cup, how many burgers can Jack make if he makes 18 pulled pork sandwiches?",247,51,jack,8,1,0,1,4,0,0,0,0,1,674,139,other,0,-1.0,1.0,0,1.062e-05,1,1.9807e-05,0,0.0001195,1,6.827e-05,1,0.000136832
mmlu_humanities_00043_high_school_world_history,humanities,choice,"This question refers to the following information.
""The question as to who, and what, is responsible for African underdevelopment can be answered at two levels. Firstly, the answer is that the operation of the imperialist system bears major responsibility for African economic retardation by draining African wealth and by making it impossible to develop more rapidly the resources of the continent. Secondly, one has to deal with those who manipulate the system and those who are either agents or unwitting accomplices of the said system. The capitalists of Western Europe were the ones who actively extended their exploitation from inside Europe to cover the whole of Africa.""
Walter Rodney, historian, How Europe Underdeveloped Africa, 1974
Which of the following would best support the author's assertion that Western European capitalists were responsible for African underdevelopment?
A. The aggressive expansion of the slave trade to provide labor for Caribbean sugar plantations
B. The continuous sale of African slaves by Arabian merchants into the Mediterranean market
C. The establishment of Cape Colony by the Dutch East India Company
D. The growth of trade links between Europe and Ethiopia",1202,186,this,1,0,0,1,38,0,1,1,0,0,996,145,other,0,0.95,1.0,1,1.374e-05,1,6.067e-05,1,0.0002415,1,6.466e-05,1,9.9016e-05
strategyqa_3a0a8c5869df571f0b93,commonsense,yesno,Has Billy Joel sold out Astana Arena? Answer yes or no.,55,11,has,0,0,0,1,6,0,0,0,1,0,356,60,no,0,1.0,1.0,1,5.14e-06,1,8.457e-06,1,7.2e-05,1,2.724e-05,1,6.85e-05
gsm8k_00120,math,number,"Michael’s largest watermelon weighs 8 pounds.  His neighbor, Clay, grew a watermelon three times that size.  And their mutual friend, John, grew a watermelon that was half the size of Clay’s.  How big was John’s watermelon?",223,39,michael,1,0,0,1,8,0,0,0,0,0,204,40,other,0,1.0,1.0,1,5.42e-06,1,1.3926e-05,1,0.0001912,1,4.104e-05,1,6.032e-05
gsm8k_00003,math,number,"James and Ali together own $250. If you know that James owns $40 more than Ali, then calculate the amount owned by James.",121,23,james,2,0,0,0,6,0,0,1,0,0,461,86,other,0,1.0,1.0,1,7.36e-06,1,7.1e-05,1,0.0003643,1,4.042e-05,1,7.85e-05
sciq_00093,science,choice,"For the nervous system to function, neurons must be able to send and receive what?
A. proteins
B. signals
C. pulses
D. information",130,23,for,0,0,0,1,1,0,0,0,0,0,406,65,other,0,1.0,1.0,0,5.86e-06,1,7.413e-05,0,0.0002851,1,3.616e-05,0,4.3e-05
